Date,Product,Sales,Orders,Inventory,UnrealizedDemand,DeliveryTime,DeliveryPrice,StoragePrice,SalePrice
2023-04-03,Product_9,19,80,77,21,5,6.0,0.63,81
2023-04-03,Product_5,,0,127,0,0,0.0,0.77,81
2023-04-03,Product_9,,80,77,21,5,6.0,0.63,81
2023-04-03,Product_1,22,0,121,0,0,0.0,0.29,20
2023-04-03,Product_8,22,0,174,0,0,0.0,0.2,31
2023-04-03,Product_2,20,0,180,0,0,0.0,0.27,88
2023-04-03,Product_3,23,0,95,0,0,0.0,0.51,70
2023-04-04,Product_7,23,0,167,0,0,0.0,0.43,32
2023-04-04,Product_9,22,0,55,21,0,0.0,0.63,81
2023-04-04,Product_1,22,110,99,0,2,4.45,0.29,20
2023-04-04,Product_4,,0,137,0,0,0.0,0.42,48
2023-04-04,Product_8,22,0,152,0,0,0.0,0.2,31
2023-04-04,Product_6,,100,120,0,4,7.25,0.95,94
2023-04-04,Product_4,18,0,137,0,0,0.0,0.42,48
2023-04-04,Product_6,19,100,120,0,4,7.25,0.95,94
2023-04-04,Product_5,18,0,109,0,0,0.0,0.77,81
2023-04-04,Product_3,24,0,71,0,0,0.0,0.51,70
2023-04-04,Product_2,22,0,158,0,0,0.0,0.27,88
2023-04-05,Product_7,18,0,149,0,0,0.0,0.43,32
2023-04-05,Product_4,20,200,117,0,2,9.57,0.42,48
2023-04-05,Product_5,18,110,91,0,3,8.29,0.77,81
2023-04-05,Product_8,,0,128,0,0,0.0,0.2,31
2023-04-05,Product_3,20,0,191,0,0,0.0,0.51,70
2023-04-05,Product_1,23,0,76,0,0,0.0,0.29,20
2023-04-05,Product_2,22,60,136,0,2,2.97,0.27,88
2023-04-05,Product_6,,0,102,0,0,0.0,0.95,94
2023-04-05,Product_9,23,0,32,21,0,0.0,0.63,81
2023-04-05,Product_8,24,0,128,0,0,0.0,0.2,31
2023-04-05,Product_6,18,0,102,0,0,0.0,0.95,94
2023-04-06,Product_2,22,0,114,0,0,0.0,0.27,88
2023-04-06,Product_4,19,0,98,0,0,0.0,0.42,48
2023-04-06,Product_8,19,90,109,0,3,4.34,0.2,31
2023-04-06,Product_1,23,0,163,0,0,0.0,0.29,20
2023-04-06,Product_7,19,0,130,0,0,0.0,0.43,32
2023-04-06,Product_6,22,0,80,0,0,0.0,0.95,94
2023-04-06,Product_9,24,0,8,21,0,0.0,0.63,81
2023-04-06,Product_3,18,0,173,0,0,0.0,0.51,70
2023-04-06,Product_5,20,0,71,0,0,0.0,0.77,81
2023-04-07,Product_9,8,0,0,16,0,0.0,0.63,81
2023-04-07,Product_4,18,0,280,0,0,0.0,0.42,48
2023-04-07,Product_6,19,0,61,0,0,0.0,0.95,94
2023-04-07,Product_7,24,150,106,0,2,4.93,0.43,32
2023-04-07,Product_5,,0,48,0,0,0.0,0.77,81
2023-04-07,Product_1,24,0,139,0,0,0.0,0.29,20
2023-04-07,Product_8,20,0,89,0,0,0.0,0.2,31
2023-04-07,Product_3,19,0,154,0,0,0.0,0.51,70
2023-04-07,Product_5,23,0,48,0,0,0.0,0.77,81
2023-04-07,Product_2,18,0,156,0,0,0.0,0.27,88
2023-04-08,Product_9,23,170,57,16,5,6.0,0.63,81
2023-04-08,Product_8,20,0,69,0,0,0.0,0.2,31
2023-04-08,Product_1,24,0,115,0,0,0.0,0.29,20
2023-04-08,Product_8,,0,69,0,0,0.0,0.2,31
2023-04-08,Product_9,,170,57,16,5,6.0,0.63,81
2023-04-08,Product_3,27,160,127,0,4,7.62,0.51,70
2023-04-08,Product_5,26,0,132,0,0,0.0,0.77,81
2023-04-08,Product_6,24,0,137,0,0,0.0,0.95,94
2023-04-08,Product_2,24,90,132,0,2,2.97,0.27,88
2023-04-08,Product_7,23,0,83,0,0,0.0,0.43,32
2023-04-08,Product_4,24,0,256,0,0,0.0,0.42,48
2023-04-09,Product_9,24,0,33,16,0,0.0,0.63,81
2023-04-09,Product_8,25,0,134,0,0,0.0,0.2,31
2023-04-09,Product_1,26,90,89,0,2,4.45,0.29,20
2023-04-09,Product_3,27,0,100,0,0,0.0,0.51,70
2023-04-09,Product_6,,110,114,0,4,7.25,0.95,94
2023-04-09,Product_7,,0,211,0,0,0.0,0.43,32
2023-04-09,Product_5,21,0,111,0,0,0.0,0.77,81
2023-04-09,Product_7,22,0,211,0,0,0.0,0.43,32
2023-04-09,Product_4,28,0,228,0,0,0.0,0.42,48
2023-04-09,Product_3,,0,100,0,0,0.0,0.51,70
2023-04-09,Product_6,23,110,114,0,4,7.25,0.95,94
2023-04-09,Product_2,,0,107,0,0,0.0,0.27,88
2023-04-09,Product_2,25,0,107,0,0,0.0,0.27,88
2023-04-10,Product_9,20,0,13,16,0,0.0,0.63,81
2023-04-10,Product_2,19,0,178,0,0,0.0,0.27,88
2023-04-10,Product_6,20,0,94,0,0,0.0,0.95,94
2023-04-10,Product_4,19,0,209,0,0,0.0,0.42,48
2023-04-10,Product_5,18,140,93,0,3,8.29,0.77,81
2023-04-10,Product_8,,0,111,0,0,0.0,0.2,31
2023-04-10,Product_8,23,0,111,0,0,0.0,0.2,31
2023-04-10,Product_2,,0,178,0,0,0.0,0.27,88
2023-04-10,Product_3,20,0,80,0,0,0.0,0.51,70
2023-04-10,Product_7,19,0,192,0,0,0.0,0.43,32
2023-04-10,Product_1,24,0,65,0,0,0.0,0.29,20
2023-04-11,Product_1,24,0,131,0,0,0.0,0.29,20
2023-04-11,Product_8,,160,89,0,3,4.34,0.2,31
2023-04-11,Product_9,13,0,0,5,0,0.0,0.63,81
2023-04-11,Product_4,24,0,185,0,0,0.0,0.42,48
2023-04-11,Product_3,24,0,56,0,0,0.0,0.51,70
2023-04-11,Product_5,,0,74,0,0,0.0,0.77,81
2023-04-11,Product_2,19,0,159,0,0,0.0,0.27,88
2023-04-11,Product_5,19,0,74,0,0,0.0,0.77,81
2023-04-11,Product_6,22,0,72,0,0,0.0,0.95,94
2023-04-11,Product_7,20,0,172,0,0,0.0,0.43,32
2023-04-11,Product_8,22,160,89,0,3,4.34,0.2,31
2023-04-12,Product_3,,0,196,0,0,0.0,0.51,70
2023-04-12,Product_5,18,0,56,0,0,0.0,0.77,81
2023-04-12,Product_8,23,0,66,0,0,0.0,0.2,31
2023-04-12,Product_9,0,0,0,23,0,0.0,0.63,81
2023-04-12,Product_3,20,0,196,0,0,0.0,0.51,70
2023-04-12,Product_2,23,110,136,0,2,2.97,0.27,88
2023-04-12,Product_9,,0,0,23,0,0.0,0.63,81
2023-04-12,Product_1,,130,109,0,2,4.45,0.29,20
2023-04-12,Product_6,24,0,48,0,0,0.0,0.95,94
2023-04-12,Product_4,20,0,165,0,0,0.0,0.42,48
2023-04-12,Product_7,19,0,153,0,0,0.0,0.43,32
2023-04-12,Product_1,22,130,109,0,2,4.45,0.29,20
2023-04-13,Product_7,24,180,129,0,2,4.93,0.43,32
2023-04-13,Product_8,18,0,48,0,0,0.0,0.2,31
2023-04-13,Product_3,19,0,177,0,0,0.0,0.51,70
2023-04-13,Product_5,19,0,177,0,0,0.0,0.77,81
2023-04-13,Product_1,22,0,87,0,0,0.0,0.29,20
2023-04-13,Product_9,20,0,150,23,0,0.0,0.63,81
2023-04-13,Product_4,23,0,142,0,0,0.0,0.42,48
2023-04-13,Product_7,,180,129,0,2,4.93,0.43,32
2023-04-13,Product_2,18,0,118,0,0,0.0,0.27,88
2023-04-13,Product_6,20,0,138,0,0,0.0,0.95,94
2023-04-14,Product_8,18,0,190,0,0,0.0,0.2,31
2023-04-14,Product_1,24,0,193,0,0,0.0,0.29,20
2023-04-14,Product_5,18,0,159,0,0,0.0,0.77,81
2023-04-14,Product_2,22,0,206,0,0,0.0,0.27,88
2023-04-14,Product_4,20,60,122,0,2,9.57,0.42,48
2023-04-14,Product_9,20,0,130,23,0,0.0,0.63,81
2023-04-14,Product_7,19,0,110,0,0,0.0,0.43,32
2023-04-14,Product_6,18,130,120,0,4,7.25,0.95,94
2023-04-14,Product_2,,0,206,0,0,0.0,0.27,88
2023-04-14,Product_3,22,0,155,0,0,0.0,0.51,70
2023-04-15,Product_5,22,0,137,0,0,0.0,0.77,81
2023-04-15,Product_3,,100,132,0,4,7.62,0.51,70
2023-04-15,Product_2,23,0,183,0,0,0.0,0.27,88
2023-04-15,Product_3,23,100,132,0,4,7.62,0.51,70
2023-04-15,Product_6,26,0,94,0,0,0.0,0.95,94
2023-04-15,Product_8,20,0,170,0,0,0.0,0.2,31
2023-04-15,Product_9,24,90,106,23,5,6.0,0.63,81
2023-04-15,Product_1,25,0,168,0,0,0.0,0.29,20
2023-04-15,Product_8,,0,170,0,0,0.0,0.2,31
2023-04-15,Product_7,25,0,265,0,0,0.0,0.43,32
2023-04-15,Product_4,26,0,96,0,0,0.0,0.42,48
2023-04-16,Product_8,26,0,144,0,0,0.0,0.2,31
2023-04-16,Product_3,23,0,109,0,0,0.0,0.51,70
2023-04-16,Product_2,23,0,160,0,0,0.0,0.27,88
2023-04-16,Product_7,24,0,241,0,0,0.0,0.43,32
2023-04-16,Product_6,29,0,65,0,0,0.0,0.95,94
2023-04-16,Product_4,23,0,133,0,0,0.0,0.42,48
2023-04-16,Product_7,,0,241,0,0,0.0,0.43,32
2023-04-16,Product_9,21,0,85,23,0,0.0,0.63,81
2023-04-16,Product_1,22,0,146,0,0,0.0,0.29,20
2023-04-16,Product_5,28,0,109,0,0,0.0,0.77,81
2023-04-17,Product_3,,0,89,0,0,0.0,0.51,70
2023-04-17,Product_4,19,90,114,0,2,9.57,0.42,48
2023-04-17,Product_5,19,190,90,0,3,8.29,0.77,81
2023-04-17,Product_3,20,0,89,0,0,0.0,0.51,70
2023-04-17,Product_6,24,0,41,0,0,0.0,0.95,94
2023-04-17,Product_1,,0,123,0,0,0.0,0.29,20
2023-04-17,Product_8,22,0,122,0,0,0.0,0.2,31
2023-04-17,Product_7,24,0,217,0,0,0.0,0.43,32
2023-04-17,Product_7,,0,217,0,0,0.0,0.43,32
2023-04-17,Product_1,23,0,123,0,0,0.0,0.29,20
2023-04-17,Product_2,23,90,137,0,2,2.97,0.27,88
2023-04-17,Product_2,,90,137,0,2,2.97,0.27,88
2023-04-17,Product_9,23,0,62,23,0,0.0,0.63,81
2023-04-18,Product_9,24,0,38,23,0,0.0,0.63,81
2023-04-18,Product_3,,0,70,0,0,0.0,0.51,70
2023-04-18,Product_4,24,0,90,0,0,0.0,0.42,48
2023-04-18,Product_1,24,90,99,0,2,4.45,0.29,20
2023-04-18,Product_2,23,0,114,0,0,0.0,0.27,88
2023-04-18,Product_8,22,150,100,0,3,4.34,0.2,31
2023-04-18,Product_3,19,0,70,0,0,0.0,0.51,70
2023-04-18,Product_9,,0,38,23,0,0.0,0.63,81
2023-04-18,Product_6,19,0,152,0,0,0.0,0.95,94
2023-04-18,Product_7,18,0,199,0,0,0.0,0.43,32
2023-04-18,Product_5,23,0,67,0,0,0.0,0.77,81
2023-04-19,Product_9,22,0,16,23,0,0.0,0.63,81
2023-04-19,Product_7,19,0,180,0,0,0.0,0.43,32
2023-04-19,Product_4,18,0,162,0,0,0.0,0.42,48
2023-04-19,Product_4,,0,162,0,0,0.0,0.42,48
2023-04-19,Product_3,22,0,148,0,0,0.0,0.51,70
2023-04-19,Product_1,18,0,81,0,0,0.0,0.29,20
2023-04-19,Product_2,22,0,182,0,0,0.0,0.27,88
2023-04-19,Product_6,18,0,134,0,0,0.0,0.95,94
2023-04-19,Product_5,22,0,45,0,0,0.0,0.77,81
2023-04-19,Product_8,24,0,76,0,0,0.0,0.2,31
2023-04-20,Product_2,24,0,158,0,0,0.0,0.27,88
2023-04-20,Product_5,22,0,213,0,0,0.0,0.77,81
2023-04-20,Product_8,,0,54,0,0,0.0,0.2,31
2023-04-20,Product_7,23,0,157,0,0,0.0,0.43,32
2023-04-20,Product_9,19,80,87,23,5,6.0,0.63,81
2023-04-20,Product_6,,150,111,0,4,7.25,0.95,94
2023-04-20,Product_6,23,150,111,0,4,7.25,0.95,94
2023-04-20,Product_4,19,0,143,0,0,0.0,0.42,48
2023-04-20,Product_3,20,60,128,0,4,7.62,0.51,70
2023-04-20,Product_8,22,0,54,0,0,0.0,0.2,31
2023-04-20,Product_5,,0,213,0,0,0.0,0.77,81
2023-04-20,Product_1,23,0,148,0,0,0.0,0.29,20
2023-04-21,Product_5,20,0,193,0,0,0.0,0.77,81
2023-04-21,Product_7,20,0,137,0,0,0.0,0.43,32
2023-04-21,Product_6,19,0,92,0,0,0.0,0.95,94
2023-04-21,Product_3,23,0,105,0,0,0.0,0.51,70
2023-04-21,Product_7,,0,137,0,0,0.0,0.43,32
2023-04-21,Product_2,20,130,138,0,2,2.97,0.27,88
2023-04-21,Product_4,22,110,121,0,2,9.57,0.42,48
2023-04-21,Product_1,23,0,125,0,0,0.0,0.29,20
2023-04-21,Product_8,22,0,182,0,0,0.0,0.2,31
2023-04-21,Product_9,22,0,65,23,0,0.0,0.63,81
2023-04-22,Product_1,22,90,103,0,2,4.45,0.29,20
2023-04-22,Product_9,25,0,40,23,0,0.0,0.63,81
2023-04-22,Product_6,24,0,68,0,0,0.0,0.95,94
2023-04-22,Product_2,23,0,115,0,0,0.0,0.27,88
2023-04-22,Product_3,26,0,79,0,0,0.0,0.51,70
2023-04-22,Product_2,,0,115,0,0,0.0,0.27,88
2023-04-22,Product_7,23,130,114,0,2,4.93,0.43,32
2023-04-22,Product_5,27,0,166,0,0,0.0,0.77,81
2023-04-22,Product_4,27,0,94,0,0,0.0,0.42,48
2023-04-22,Product_8,26,0,156,0,0,0.0,0.2,31
2023-04-22,Product_7,,130,114,0,2,4.93,0.43,32
2023-04-22,Product_8,,0,156,0,0,0.0,0.2,31
2023-04-23,Product_5,23,0,143,0,0,0.0,0.77,81
2023-04-23,Product_7,25,0,89,0,0,0.0,0.43,32
2023-04-23,Product_3,23,0,56,0,0,0.0,0.51,70
2023-04-23,Product_6,27,0,41,0,0,0.0,0.95,94
2023-04-23,Product_8,26,0,130,0,0,0.0,0.2,31
2023-04-23,Product_2,23,0,222,0,0,0.0,0.27,88
2023-04-23,Product_1,26,0,77,0,0,0.0,0.29,20
2023-04-23,Product_9,23,0,17,23,0,0.0,0.63,81
2023-04-23,Product_4,25,0,179,0,0,0.0,0.42,48
2023-04-24,Product_2,23,0,199,0,0,0.0,0.27,88
2023-04-24,Product_4,22,0,157,0,0,0.0,0.42,48
2023-04-24,Product_8,18,0,112,0,0,0.0,0.2,31
2023-04-24,Product_3,24,110,92,0,4,7.62,0.51,70
2023-04-24,Product_1,19,0,148,0,0,0.0,0.29,20
2023-04-24,Product_5,23,0,120,0,0,0.0,0.77,81
2023-04-24,Product_7,24,0,195,0,0,0.0,0.43,32
2023-04-24,Product_6,19,0,172,0,0,0.0,0.95,94
2023-04-24,Product_4,,0,157,0,0,0.0,0.42,48
2023-04-24,Product_9,17,0,0,5,0,0.0,0.63,81
2023-04-24,Product_7,,0,195,0,0,0.0,0.43,32
2023-04-25,Product_5,23,170,97,0,3,8.29,0.77,81
2023-04-25,Product_2,22,0,177,0,0,0.0,0.27,88
2023-04-25,Product_8,18,100,94,0,3,4.34,0.2,31
2023-04-25,Product_4,18,0,139,0,0,0.0,0.42,48
2023-04-25,Product_9,22,60,58,5,5,6.0,0.63,81
2023-04-25,Product_6,22,0,150,0,0,0.0,0.95,94
2023-04-25,Product_1,20,0,128,0,0,0.0,0.29,20
2023-04-25,Product_7,23,0,172,0,0,0.0,0.43,32
2023-04-25,Product_9,,60,58,5,5,6.0,0.63,81
2023-04-25,Product_3,18,0,74,0,0,0.0,0.51,70
2023-04-26,Product_7,,0,148,0,0,0.0,0.43,32
2023-04-26,Product_6,19,0,131,0,0,0.0,0.95,94
2023-04-26,Product_5,20,0,77,0,0,0.0,0.77,81
2023-04-26,Product_2,19,0,158,0,0,0.0,0.27,88
2023-04-26,Product_4,19,80,120,0,2,9.57,0.42,48
2023-04-26,Product_7,24,0,148,0,0,0.0,0.43,32
2023-04-26,Product_8,24,0,70,0,0,0.0,0.2,31
2023-04-26,Product_8,,0,70,0,0,0.0,0.2,31
2023-04-26,Product_3,23,0,51,0,0,0.0,0.51,70
2023-04-26,Product_5,,0,77,0,0,0.0,0.77,81
2023-04-26,Product_9,19,0,39,5,0,0.0,0.63,81
2023-04-26,Product_1,24,90,104,0,2,4.45,0.29,20
2023-04-27,Product_6,19,60,112,0,4,7.25,0.95,94
2023-04-27,Product_1,24,0,80,0,0,0.0,0.29,20
2023-04-27,Product_5,20,0,57,0,0,0.0,0.77,81
2023-04-27,Product_9,18,0,21,5,0,0.0,0.63,81
2023-04-27,Product_4,23,0,97,0,0,0.0,0.42,48
2023-04-27,Product_5,,0,57,0,0,0.0,0.77,81
2023-04-27,Product_2,20,120,138,0,2,2.97,0.27,88
2023-04-27,Product_1,,0,80,0,0,0.0,0.29,20
2023-04-27,Product_8,18,0,52,0,0,0.0,0.2,31
2023-04-27,Product_3,,0,27,0,0,0.0,0.51,70
2023-04-27,Product_3,24,0,27,0,0,0.0,0.51,70
2023-04-27,Product_7,19,100,129,0,2,4.93,0.43,32
2023-04-28,Product_7,22,0,107,0,0,0.0,0.43,32
2023-04-28,Product_2,24,0,114,0,0,0.0,0.27,88
2023-04-28,Product_1,22,0,148,0,0,0.0,0.29,20
2023-04-28,Product_6,24,0,88,0,0,0.0,0.95,94
2023-04-28,Product_1,,0,148,0,0,0.0,0.29,20
2023-04-28,Product_8,18,0,134,0,0,0.0,0.2,31
2023-04-28,Product_5,24,0,203,0,0,0.0,0.77,81
2023-04-28,Product_4,20,0,157,0,0,0.0,0.42,48
2023-04-28,Product_9,18,0,3,5,0,0.0,0.63,81
2023-04-28,Product_3,18,60,119,0,4,7.62,0.51,70
2023-04-29,Product_6,,0,62,0,0,0.0,0.95,94
2023-04-29,Product_7,21,0,186,0,0,0.0,0.43,32
2023-04-29,Product_6,26,0,62,0,0,0.0,0.95,94
2023-04-29,Product_9,3,0,0,21,0,0.0,0.63,81
2023-04-29,Product_8,27,130,107,0,3,4.34,0.2,31
2023-04-29,Product_3,24,0,95,0,0,0.0,0.51,70
2023-04-29,Product_5,25,0,178,0,0,0.0,0.77,81
2023-04-29,Product_4,26,0,131,0,0,0.0,0.42,48
2023-04-29,Product_2,20,0,214,0,0,0.0,0.27,88
2023-04-29,Product_1,20,0,128,0,0,0.0,0.29,20
2023-04-30,Product_2,22,0,192,0,0,0.0,0.27,88
2023-04-30,Product_1,21,130,107,0,2,4.45,0.29,20
2023-04-30,Product_7,29,0,157,0,0,0.0,0.43,32
2023-04-30,Product_5,22,0,156,0,0,0.0,0.77,81
2023-04-30,Product_4,,80,109,0,2,9.57,0.42,48
2023-04-30,Product_9,26,60,34,21,5,6.0,0.63,81
2023-04-30,Product_4,22,80,109,0,2,9.57,0.42,48
2023-04-30,Product_8,23,0,84,0,0,0.0,0.2,31
2023-04-30,Product_6,24,0,38,0,0,0.0,0.95,94
2023-04-30,Product_3,22,0,73,0,0,0.0,0.51,70
2023-05-01,Product_1,18,0,89,0,0,0.0,0.29,20
2023-05-01,Product_7,24,0,133,0,0,0.0,0.43,32
2023-05-01,Product_8,24,0,60,0,0,0.0,0.2,31
2023-05-01,Product_3,19,0,54,0,0,0.0,0.51,70
2023-05-01,Product_9,23,0,11,21,0,0.0,0.63,81
2023-05-01,Product_5,23,0,133,0,0,0.0,0.77,81
2023-05-01,Product_2,22,0,170,0,0,0.0,0.27,88
2023-05-01,Product_4,22,0,87,0,0,0.0,0.42,48
2023-05-01,Product_4,,0,87,0,0,0.0,0.42,48
2023-05-01,Product_6,24,190,74,0,4,7.25,0.95,94
2023-05-02,Product_2,,130,148,0,2,2.97,0.27,88
2023-05-02,Product_3,18,90,96,0,4,7.62,0.51,70
2023-05-02,Product_1,18,0,201,0,0,0.0,0.29,20
2023-05-02,Product_6,18,0,56,0,0,0.0,0.95,94
2023-05-02,Product_2,22,130,148,0,2,2.97,0.27,88
2023-05-02,Product_8,24,0,166,0,0,0.0,0.2,31
2023-05-02,Product_5,24,0,109,0,0,0.0,0.77,81
2023-05-02,Product_4,24,0,143,0,0,0.0,0.42,48
2023-05-02,Product_9,11,0,0,7,0,0.0,0.63,81
2023-05-02,Product_7,19,190,114,0,2,4.93,0.43,32
2023-05-03,Product_2,22,0,126,0,0,0.0,0.27,88
2023-05-03,Product_1,24,0,177,0,0,0.0,0.29,20
2023-05-03,Product_4,24,170,119,0,2,9.57,0.42,48
2023-05-03,Product_9,0,0,0,19,0,0.0,0.63,81
2023-05-03,Product_6,18,0,38,0,0,0.0,0.95,94
2023-05-03,Product_7,20,0,94,0,0,0.0,0.43,32
2023-05-03,Product_8,18,0,148,0,0,0.0,0.2,31
2023-05-03,Product_5,19,90,90,0,3,8.29,0.77,81
2023-05-03,Product_3,19,0,77,0,0,0.0,0.51,70
2023-05-03,Product_4,,170,119,0,2,9.57,0.42,48
2023-05-04,Product_2,19,0,237,0,0,0.0,0.27,88
2023-05-04,Product_7,24,0,260,0,0,0.0,0.43,32
2023-05-04,Product_1,22,0,155,0,0,0.0,0.29,20
2023-05-04,Product_5,23,0,67,0,0,0.0,0.77,81
2023-05-04,Product_8,,0,125,0,0,0.0,0.2,31
2023-05-04,Product_1,,0,155,0,0,0.0,0.29,20
2023-05-04,Product_9,0,0,0,19,0,0.0,0.63,81
2023-05-04,Product_6,20,0,18,0,0,0.0,0.95,94
2023-05-04,Product_4,19,0,100,0,0,0.0,0.42,48
2023-05-04,Product_8,23,0,125,0,0,0.0,0.2,31
2023-05-04,Product_7,,0,260,0,0,0.0,0.43,32
2023-05-04,Product_3,19,0,58,0,0,0.0,0.51,70
2023-05-05,Product_9,18,80,42,19,5,6.0,0.63,81
2023-05-05,Product_6,24,0,184,0,0,0.0,0.95,94
2023-05-05,Product_7,19,0,241,0,0,0.0,0.43,32
2023-05-05,Product_1,19,0,136,0,0,0.0,0.29,20
2023-05-05,Product_2,18,0,219,0,0,0.0,0.27,88
2023-05-05,Product_5,22,0,45,0,0,0.0,0.77,81
2023-05-05,Product_4,24,0,246,0,0,0.0,0.42,48
2023-05-05,Product_3,22,0,36,0,0,0.0,0.51,70
2023-05-05,Product_1,,0,136,0,0,0.0,0.29,20
2023-05-05,Product_8,23,190,102,0,3,4.34,0.2,31
2023-05-06,Product_8,,0,75,0,0,0.0,0.2,31
2023-05-06,Product_9,21,0,21,19,0,0.0,0.63,81
2023-05-06,Product_5,,0,111,0,0,0.0,0.77,81
2023-05-06,Product_7,26,0,215,0,0,0.0,0.43,32
2023-05-06,Product_6,23,0,161,0,0,0.0,0.95,94
2023-05-06,Product_1,20,0,116,0,0,0.0,0.29,20
2023-05-06,Product_5,24,0,111,0,0,0.0,0.77,81
2023-05-06,Product_8,27,0,75,0,0,0.0,0.2,31
2023-05-06,Product_2,28,0,191,0,0,0.0,0.27,88
2023-05-06,Product_4,27,0,219,0,0,0.0,0.42,48
2023-05-06,Product_3,27,160,99,0,4,7.62,0.51,70
2023-05-07,Product_9,21,0,0,1,0,0.0,0.63,81
2023-05-07,Product_4,23,0,196,0,0,0.0,0.42,48
2023-05-07,Product_5,28,160,83,0,3,8.29,0.77,81
2023-05-07,Product_8,21,0,54,0,0,0.0,0.2,31
2023-05-07,Product_3,27,0,72,0,0,0.0,0.51,70
2023-05-07,Product_2,20,0,171,0,0,0.0,0.27,88
2023-05-07,Product_7,,0,193,0,0,0.0,0.43,32
2023-05-07,Product_1,22,90,94,0,2,4.45,0.29,20
2023-05-07,Product_6,27,0,134,0,0,0.0,0.95,94
2023-05-07,Product_7,22,0,193,0,0,0.0,0.43,32
2023-05-08,Product_7,18,0,175,0,0,0.0,0.43,32
2023-05-08,Product_2,,190,147,0,2,2.97,0.27,88
2023-05-08,Product_8,24,0,220,0,0,0.0,0.2,31
2023-05-08,Product_4,19,0,177,0,0,0.0,0.42,48
2023-05-08,Product_6,20,160,114,0,4,7.25,0.95,94
2023-05-08,Product_5,19,0,64,0,0,0.0,0.77,81
2023-05-08,Product_3,19,0,53,0,0,0.0,0.51,70
2023-05-08,Product_2,24,190,147,0,2,2.97,0.27,88
2023-05-08,Product_9,0,0,0,23,0,0.0,0.63,81
2023-05-08,Product_9,,0,0,23,0,0.0,0.63,81
2023-05-08,Product_1,23,0,71,0,0,0.0,0.29,20
2023-05-09,Product_4,,0,159,0,0,0.0,0.42,48
2023-05-09,Product_7,22,0,153,0,0,0.0,0.43,32
2023-05-09,Product_3,22,0,31,0,0,0.0,0.51,70
2023-05-09,Product_8,22,0,198,0,0,0.0,0.2,31
2023-05-09,Product_2,20,0,127,0,0,0.0,0.27,88
2023-05-09,Product_1,,0,142,0,0,0.0,0.29,20
2023-05-09,Product_6,19,0,95,0,0,0.0,0.95,94
2023-05-09,Product_1,19,0,142,0,0,0.0,0.29,20
2023-05-09,Product_5,18,0,46,0,0,0.0,0.77,81
2023-05-09,Product_9,0,0,0,18,0,0.0,0.63,81
2023-05-09,Product_4,18,0,159,0,0,0.0,0.42,48
2023-05-09,Product_3,,0,31,0,0,0.0,0.51,70
2023-05-09,Product_8,,0,198,0,0,0.0,0.2,31
2023-05-10,Product_1,22,0,120,0,0,0.0,0.29,20
2023-05-10,Product_8,24,0,174,0,0,0.0,0.2,31
2023-05-10,Product_5,20,0,186,0,0,0.0,0.77,81
2023-05-10,Product_4,24,0,135,0,0,0.0,0.42,48
2023-05-10,Product_3,,0,168,0,0,0.0,0.51,70
2023-05-10,Product_9,24,70,56,18,5,6.0,0.63,81
2023-05-10,Product_2,24,0,293,0,0,0.0,0.27,88
2023-05-10,Product_7,18,0,135,0,0,0.0,0.43,32
2023-05-10,Product_2,,0,293,0,0,0.0,0.27,88
2023-05-10,Product_9,,70,56,18,5,6.0,0.63,81
2023-05-10,Product_6,20,0,75,0,0,0.0,0.95,94
2023-05-10,Product_3,23,0,168,0,0,0.0,0.51,70
2023-05-11,Product_3,22,0,146,0,0,0.0,0.51,70
2023-05-11,Product_5,20,0,166,0,0,0.0,0.77,81
2023-05-11,Product_2,20,0,273,0,0,0.0,0.27,88
2023-05-11,Product_9,22,0,34,18,0,0.0,0.63,81
2023-05-11,Product_1,,150,100,0,2,4.45,0.29,20
2023-05-11,Product_1,20,150,100,0,2,4.45,0.29,20
2023-05-11,Product_8,20,0,154,0,0,0.0,0.2,31
2023-05-11,Product_2,,0,273,0,0,0.0,0.27,88
2023-05-11,Product_4,19,60,116,0,2,9.57,0.42,48
2023-05-11,Product_9,,0,34,18,0,0.0,0.63,81
2023-05-11,Product_6,18,0,57,0,0,0.0,0.95,94
2023-05-11,Product_7,19,110,116,0,2,4.93,0.43,32
2023-05-11,Product_8,,0,154,0,0,0.0,0.2,31
2023-05-12,Product_4,19,0,97,0,0,0.0,0.42,48
2023-05-12,Product_5,19,0,147,0,0,0.0,0.77,81
2023-05-12,Product_3,18,140,128,0,4,7.62,0.51,70
2023-05-12,Product_6,18,0,199,0,0,0.0,0.95,94
2023-05-12,Product_1,,0,78,0,0,0.0,0.29,20
2023-05-12,Product_2,22,0,251,0,0,0.0,0.27,88
2023-05-12,Product_7,19,0,97,0,0,0.0,0.43,32
2023-05-12,Product_9,24,0,10,18,0,0.0,0.63,81
2023-05-12,Product_1,22,0,78,0,0,0.0,0.29,20
2023-05-12,Product_8,20,0,134,0,0,0.0,0.2,31
2023-05-13,Product_3,25,0,103,0,0,0.0,0.51,70
2023-05-13,Product_7,26,0,181,0,0,0.0,0.43,32
2023-05-13,Product_5,23,0,124,0,0,0.0,0.77,81
2023-05-13,Product_2,26,0,225,0,0,0.0,0.27,88
2023-05-13,Product_4,22,0,135,0,0,0.0,0.42,48
2023-05-13,Product_6,22,0,177,0,0,0.0,0.95,94
2023-05-13,Product_8,23,0,111,0,0,0.0,0.2,31
